Year,Round,Pick,Player,College,Games,Minutes Played,PTS,TRB,AST,FG%,3P%,FT%,Minutes Played per game,PTS per game,TBR per game,AST per game,WS,Team
2022,1,15,Mark Williams,Duke,62,1336,629,488,40,0.642,0.0,0.702,21.5,10.1,7.9,0.6,4.9,CHA
2022,2,45,Josh Minott,Memphis,47,187,96,42,13,0.486,0.375,0.909,4.0,2.0,0.9,0.3,0.7,CHA
2021,1,11,James Bouknight,UConn,79,900,383,133,73,0.363,0.335,0.762,11.4,4.8,1.7,0.9,-0.3,CHA
2021,2,56,Scottie Lewis,Florida,2,7,1,0,1,0.0,0.0,0.5,3.5,0.5,0.0,0.5,0.0,CHA
2020,1,3,LaMelo Ball,Out US,184,5870,3675,1147,1364,0.427,0.374,0.834,31.9,20.0,6.2,7.4,11.6,CHA
2020,2,32,Vernon Carey,Duke,37,187,72,50,5,0.474,0.143,0.654,5.1,1.9,1.4,0.1,0.2,CHA
2020,2,56,Grant Riller,College of Charleston,7,27,18,1,3,0.667,0.5,0.0,3.9,2.6,0.1,0.4,0.1,CHA
2019,1,12,PJ Washington,Kentucky,333,10082,4285,1840,747,0.447,0.354,0.705,30.3,12.9,5.5,2.2,12.5,CHA
2019,2,36,Cody Martin,Nevada,206,4505,1235,737,475,0.442,0.317,0.651,21.9,6.0,3.6,2.3,5.9,CHA
2019,2,52,Jalen McDaniels,San Diego State,248,4543,1699,829,291,0.449,0.322,0.777,18.3,6.9,3.3,1.2,5.3,CHA
2018,1,11,Shai Gilgeous-Alexander,Kentucky,386,12693,8810,1832,1876,0.496,0.349,0.852,32.9,22.8,4.7,4.9,43.6,CHA
2018,2,55,Arnoldas Kulboka,Out US,2,5,0,0,0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,CHA
2017,1,11,Malik Monk,Kentucky,458,9889,5327,1132,1295,0.433,0.355,0.844,21.6,11.6,2.5,2.8,12.4,CHA
2017,2,31,Frank Jackson,Duke,214,3873,1816,392,222,0.421,0.332,0.786,18.1,8.5,1.8,1.0,2.5,CHA
2016,1,22,Malachi Richardson,Syracuse,70,625,198,70,24,0.358,0.301,0.783,8.9,2.8,1.0,0.3,-0.1,CHA
2015,1,9,Frank Kaminsky,Wisconsin,413,8160,3630,1579,651,0.43,0.349,0.746,19.8,8.8,3.8,1.6,15.9,CHA
2014,1,9,Noah Vonleh,Indiana,362,5854,1685,1790,264,0.459,0.307,0.692,16.2,4.7,4.9,0.7,9.4,CHA
2014,1,24,Shabazz Napier,UConn,345,5986,2433,657,849,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,CHA
2014,2,45,Dwight Powell,Stanford,650,12014,4640,2877,677,0.602,0.293,0.739,18.5,7.1,4.4,1.0,46.2,CHA
2013,1,4,Cody Zeller,Indiana,552,11510,4376,3125,740,0.52,0.22,0.727,20.9,7.9,5.7,1.3,33.5,CHA
2012,1,2,Michael Kidd-Gilchrist,Kentucky,446,10978,3750,2420,515,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21.0,CHA
2012,2,31,Jeffery Taylor,Vanderbilt,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,CHA
2011,1,9,Kemba Walker,UConn,750,24810,14486,2831,3938,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,CHA
2011,1,19,Tobias Harris,Tennessee,897,28422,14602,5537,2131,0.478,0.368,0.835,31.7,16.3,6.2,2.4,70.2,CHA
2011,2,39,Jeremy Tyler,Out US,104,1034,373,269,25,0.45,0.0,0.557,9.9,3.6,2.6,0.2,0.3,CHA
2009,1,12,Gerald Henderson,Duke,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,CHA
2009,2,40,Derrick Brown,Xavier,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,CHA
2008,1,9,D.J. Augustin,Texas,976,22851,9259,1805,3761,0.412,0.381,0.867,23.4,9.5,1.8,3.9,47.7,CHA
2008,1,20,Alexis Ajinça,Out US,293,3905,1553,1150,143,0.503,0.286,0.797,13.3,5.3,3.9,0.5,7.5,CHA
