Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,OWS,DWS,WS,Season,Salary,Team
Austin Reaves,SG,25.0,82.0,2629.0,457.0,940.0,0.486,154.0,420.0,0.367,303.0,520.0,0.583,232.0,272.0,0.853,57.0,295.0,352.0,450.0,66.0,25.0,174.0,153.0,1300.0,3.9,2.0,5.9,2023-24,12015150.0,LAL
Cam Reddish,SF,24.0,48.0,984.0,91.0,234.0,0.389,37.0,110.0,0.336,54.0,124.0,0.435,41.0,54.0,0.759,27.0,72.0,99.0,48.0,47.0,14.0,31.0,64.0,260.0,-0.3,0.9,0.6,2023-24,2165000.0,LAL
Paul Reed,C,24.0,82.0,1590.0,259.0,480.0,0.54,21.0,57.0,0.368,238.0,423.0,0.563,61.0,85.0,0.718,193.0,295.0,488.0,109.0,67.0,84.0,67.0,198.0,600.0,2.5,2.6,5.1,2023-24,7723000.0,PHI
Naz Reid,C,24.0,81.0,1964.0,406.0,851.0,0.477,169.0,408.0,0.414,237.0,443.0,0.535,109.0,148.0,0.736,73.0,350.0,423.0,106.0,63.0,73.0,111.0,172.0,1090.0,1.1,3.8,4.9,2023-24,12950400.0,MIN
Nick Richards,C,26.0,67.0,1759.0,260.0,376.0,0.691,0.0,1.0,0.0,260.0,375.0,0.693,132.0,179.0,0.737,172.0,367.0,539.0,54.0,26.0,74.0,73.0,176.0,652.0,3.8,1.3,5.1,2023-24,5000000.0,CHO
Josh Richardson,SG,30.0,43.0,1103.0,154.0,347.0,0.444,66.0,190.0,0.347,88.0,157.0,0.561,51.0,54.0,0.944,18.0,103.0,121.0,105.0,24.0,14.0,36.0,76.0,425.0,0.9,1.2,2.1,2023-24,2891467.0,MIA
Duncan Robinson,SF,29.0,68.0,1905.0,304.0,675.0,0.45,187.0,473.0,0.395,117.0,202.0,0.579,80.0,90.0,0.889,15.0,158.0,173.0,192.0,46.0,16.0,95.0,163.0,875.0,1.6,2.0,3.6,2023-24,18154000.0,MIA
Mitchell Robinson,C,25.0,31.0,768.0,73.0,127.0,0.575,0.0,0.0,0.0,73.0,127.0,0.575,27.0,66.0,0.409,142.0,121.0,263.0,18.0,37.0,35.0,25.0,55.0,173.0,1.2,1.3,2.5,2023-24,15681818.0,NYK
Orlando Robinson,C,23.0,36.0,304.0,36.0,72.0,0.5,8.0,15.0,0.533,28.0,57.0,0.491,19.0,25.0,0.76,28.0,56.0,84.0,34.0,7.0,8.0,18.0,35.0,99.0,0.4,0.5,0.9,2023-24,1801769.0,MIA
Jeremiah Robinson-Earl,PF,23.0,39.0,334.0,45.0,95.0,0.474,13.0,39.0,0.333,32.0,56.0,0.571,12.0,16.0,0.75,23.0,53.0,76.0,21.0,10.0,4.0,16.0,24.0,115.0,0.2,0.4,0.6,2023-24,684843.0,HOU
Jeremiah Robinson-Earl,PF,23.0,39.0,334.0,45.0,95.0,0.474,13.0,39.0,0.333,32.0,56.0,0.571,12.0,16.0,0.75,23.0,53.0,76.0,21.0,10.0,4.0,16.0,24.0,115.0,0.2,0.4,0.6,2023-24,684843.0,NOP
David Roddy,PF,22.0,65.0,1177.0,165.0,409.0,0.403,48.0,164.0,0.293,117.0,245.0,0.478,47.0,68.0,0.691,53.0,158.0,211.0,80.0,27.0,11.0,57.0,72.0,425.0,-0.9,1.0,0.1,2023-24,2718240.0,PHO
Ryan Rollins,PG,21.0,13.0,78.0,14.0,27.0,0.519,3.0,4.0,0.75,11.0,23.0,0.478,13.0,17.0,0.765,2.0,11.0,13.0,14.0,10.0,3.0,8.0,8.0,44.0,0.1,0.1,0.3,2023-24,1719864.0,WAS
Derrick Rose,PG,35.0,24.0,399.0,76.0,165.0,0.461,15.0,41.0,0.366,61.0,124.0,0.492,24.0,27.0,0.889,7.0,38.0,45.0,78.0,8.0,2.0,31.0,21.0,191.0,0.1,0.3,0.4,2023-24,3196448.0,MEM
Terry Rozier,PG,29.0,61.0,2040.0,442.0,998.0,0.443,149.0,410.0,0.363,293.0,588.0,0.498,172.0,198.0,0.869,35.0,212.0,247.0,342.0,63.0,21.0,106.0,101.0,1205.0,2.3,1.6,3.9,2023-24,23205221.0,MIA
Rayan Rupert,SG,19.0,39.0,633.0,54.0,161.0,0.335,28.0,78.0,0.359,26.0,83.0,0.313,19.0,25.0,0.76,24.0,68.0,92.0,62.0,12.0,3.0,31.0,56.0,155.0,-0.4,0.3,-0.1,2023-24,1119563.0,POR
D'Angelo Russell,PG,27.0,76.0,2484.0,492.0,1080.0,0.456,226.0,545.0,0.415,266.0,535.0,0.497,159.0,192.0,0.828,28.0,208.0,236.0,482.0,69.0,36.0,156.0,156.0,1369.0,3.3,1.8,5.1,2023-24,17307693.0,LAL
Matt Ryan,SF,26.0,28.0,390.0,49.0,113.0,0.434,41.0,91.0,0.451,8.0,22.0,0.364,13.0,14.0,0.929,6.0,34.0,40.0,18.0,6.0,1.0,19.0,32.0,152.0,0.2,0.3,0.5,2023-24,1500000.0,NOP
Domantas Sabonis,C,27.0,82.0,2928.0,634.0,1068.0,0.594,33.0,87.0,0.379,601.0,981.0,0.613,292.0,415.0,0.704,294.0,826.0,1120.0,673.0,74.0,48.0,272.0,250.0,1593.0,8.6,4.0,12.6,2023-24,30600000.0,SAC
Luka Šamanić,PF,24.0,43.0,404.0,60.0,158.0,0.38,13.0,64.0,0.203,47.0,94.0,0.5,44.0,56.0,0.786,22.0,80.0,102.0,19.0,5.0,7.0,28.0,32.0,177.0,-0.4,0.2,-0.2,2023-24,2066585.0,UTA
Gui Santos,PF,21.0,23.0,192.0,28.0,55.0,0.509,10.0,27.0,0.37,18.0,28.0,0.643,16.0,17.0,0.941,17.0,32.0,49.0,14.0,4.0,2.0,7.0,23.0,82.0,0.5,0.2,0.7,2023-24,1029483.0,GSW
Dario Šarić,C,29.0,64.0,1098.0,181.0,388.0,0.466,74.0,197.0,0.376,107.0,191.0,0.56,79.0,93.0,0.849,73.0,210.0,283.0,144.0,31.0,10.0,78.0,112.0,515.0,1.6,1.2,2.8,2023-24,2019706.0,GSW
Marcus Sasser,PG,23.0,71.0,1351.0,219.0,512.0,0.428,90.0,240.0,0.375,129.0,272.0,0.474,58.0,66.0,0.879,11.0,114.0,125.0,236.0,44.0,12.0,90.0,103.0,586.0,0.3,0.6,0.9,2023-24,2624040.0,DET
Dennis Schröder,PG,30.0,80.0,2486.0,403.0,927.0,0.435,138.0,368.0,0.375,265.0,559.0,0.474,178.0,213.0,0.836,39.0,203.0,242.0,488.0,63.0,17.0,153.0,164.0,1122.0,2.3,1.0,3.3,2023-24,12405000.0,BRK
Alperen Sengun,C,21.0,63.0,2046.0,527.0,982.0,0.537,33.0,111.0,0.297,494.0,871.0,0.567,244.0,352.0,0.693,183.0,406.0,589.0,312.0,76.0,46.0,162.0,211.0,1331.0,3.8,3.1,6.9,2023-24,3536280.0,HOU
Brice Sensabaugh,SF,20.0,32.0,584.0,85.0,218.0,0.39,34.0,115.0,0.296,51.0,103.0,0.495,37.0,41.0,0.902,16.0,86.0,102.0,55.0,13.0,6.0,47.0,43.0,241.0,-0.5,0.2,-0.3,2023-24,2448600.0,UTA
Collin Sexton,SG,25.0,78.0,2075.0,506.0,1038.0,0.487,128.0,325.0,0.394,378.0,713.0,0.53,318.0,370.0,0.859,71.0,134.0,205.0,383.0,62.0,18.0,165.0,154.0,1458.0,5.2,0.3,5.5,2023-24,17325000.0,UTA
Landry Shamet,SG,26.0,46.0,726.0,118.0,274.0,0.431,53.0,157.0,0.338,65.0,117.0,0.556,38.0,46.0,0.826,16.0,46.0,62.0,54.0,25.0,10.0,30.0,76.0,327.0,0.1,0.2,0.3,2023-24,10250000.0,WAS
Day'Ron Sharpe,C,22.0,61.0,921.0,168.0,294.0,0.571,4.0,15.0,0.267,164.0,279.0,0.588,75.0,123.0,0.61,161.0,228.0,389.0,85.0,24.0,44.0,70.0,131.0,415.0,1.6,1.3,2.9,2023-24,2210040.0,BRK
Shaedon Sharpe,SG,20.0,32.0,1059.0,176.0,434.0,0.406,60.0,180.0,0.333,116.0,254.0,0.457,98.0,119.0,0.824,42.0,118.0,160.0,94.0,28.0,12.0,72.0,88.0,510.0,-0.2,0.6,0.5,2023-24,6313800.0,POR
Ben Sheppard,SG,22.0,57.0,814.0,90.0,229.0,0.393,49.0,156.0,0.314,41.0,73.0,0.562,23.0,26.0,0.885,15.0,74.0,89.0,53.0,33.0,2.0,15.0,88.0,252.0,0.3,0.4,0.8,2023-24,2537160.0,IND
Pascal Siakam,PF,29.0,80.0,2657.0,681.0,1271.0,0.536,85.0,246.0,0.346,596.0,1025.0,0.581,290.0,396.0,0.732,139.0,426.0,565.0,342.0,63.0,25.0,141.0,193.0,1737.0,5.4,1.5,6.9,2023-24,37893408.0,IND
Ben Simmons,PG,27.0,15.0,359.0,43.0,74.0,0.581,0.0,0.0,0.0,43.0,74.0,0.581,6.0,15.0,0.4,31.0,88.0,119.0,86.0,12.0,9.0,27.0,36.0,92.0,0.5,0.5,1.0,2023-24,37893408.0,BRK
Anfernee Simons,SG,24.0,46.0,1582.0,360.0,837.0,0.43,156.0,405.0,0.385,204.0,432.0,0.472,163.0,178.0,0.916,22.0,145.0,167.0,255.0,23.0,5.0,126.0,98.0,1039.0,1.7,0.5,2.2,2023-24,24107143.0,POR
Jericho Sims,C,25.0,45.0,585.0,38.0,55.0,0.691,0.0,0.0,0.0,38.0,55.0,0.691,16.0,24.0,0.667,56.0,91.0,147.0,25.0,8.0,19.0,16.0,45.0,92.0,0.9,0.7,1.5,2023-24,1927896.0,NYK
Marcus Smart,PG,29.0,20.0,605.0,102.0,237.0,0.43,42.0,134.0,0.313,60.0,103.0,0.583,43.0,56.0,0.768,6.0,47.0,53.0,86.0,41.0,5.0,62.0,53.0,289.0,-0.5,0.7,0.2,2023-24,18833713.0,MEM
Dennis Smith Jr.,PG,26.0,56.0,1059.0,147.0,338.0,0.435,32.0,109.0,0.294,115.0,229.0,0.502,43.0,58.0,0.741,50.0,114.0,164.0,203.0,68.0,12.0,68.0,121.0,369.0,0.5,1.3,1.8,2023-24,2019706.0,BRK
Dru Smith,SG,26.0,9.0,131.0,15.0,33.0,0.455,7.0,17.0,0.412,8.0,16.0,0.5,2.0,2.0,1.0,6.0,8.0,14.0,14.0,9.0,3.0,5.0,12.0,39.0,0.1,0.2,0.3,2023-24,1801769.0,MIA
Ish Smith,PG,35.0,43.0,741.0,66.0,158.0,0.418,4.0,8.0,0.5,62.0,150.0,0.413,3.0,4.0,0.75,11.0,65.0,76.0,145.0,17.0,4.0,47.0,49.0,139.0,-0.5,0.2,-0.4,2023-24,2019706.0,CHO
Jabari Smith Jr.,PF,20.0,76.0,2424.0,378.0,833.0,0.454,138.0,380.0,0.363,240.0,453.0,0.53,150.0,185.0,0.811,139.0,477.0,616.0,121.0,52.0,61.0,89.0,200.0,1044.0,2.4,3.2,5.6,2023-24,9326520.0,HOU
Jalen Smith,C,23.0,61.0,1047.0,234.0,395.0,0.592,61.0,144.0,0.424,173.0,251.0,0.689,72.0,104.0,0.692,112.0,225.0,337.0,63.0,17.0,38.0,44.0,124.0,601.0,3.1,0.9,4.0,2023-24,5043773.0,IND
Nick Smith Jr.,SG,19.0,51.0,729.0,113.0,289.0,0.391,63.0,146.0,0.432,50.0,143.0,0.35,13.0,15.0,0.867,18.0,54.0,72.0,59.0,10.0,7.0,39.0,55.0,302.0,-0.6,0.1,-0.5,2023-24,2463960.0,CHO
Jeremy Sochan,PF,20.0,74.0,2193.0,340.0,776.0,0.438,70.0,227.0,0.308,270.0,549.0,0.492,111.0,144.0,0.771,137.0,339.0,476.0,249.0,62.0,40.0,140.0,168.0,861.0,-0.5,1.9,1.4,2023-24,5316960.0,SAS
Jaden Springer,SG,21.0,49.0,507.0,59.0,148.0,0.399,10.0,48.0,0.208,49.0,100.0,0.49,35.0,42.0,0.833,33.0,45.0,78.0,44.0,36.0,15.0,34.0,66.0,163.0,-0.3,0.8,0.6,2023-24,2226240.0,BOS
Lamar Stevens,PF,26.0,38.0,559.0,108.0,240.0,0.45,14.0,46.0,0.304,94.0,194.0,0.485,42.0,54.0,0.778,36.0,91.0,127.0,28.0,23.0,22.0,24.0,45.0,272.0,0.0,0.8,0.8,2023-24,2419706.0,MEM
Lamar Stevens,PF,26.0,38.0,559.0,108.0,240.0,0.45,14.0,46.0,0.304,94.0,194.0,0.485,42.0,54.0,0.778,36.0,91.0,127.0,28.0,23.0,22.0,24.0,45.0,272.0,0.0,0.8,0.8,2023-24,2419706.0,SAS
Isaiah Stewart,PF,22.0,46.0,1423.0,186.0,382.0,0.487,67.0,175.0,0.383,119.0,207.0,0.575,64.0,85.0,0.753,74.0,231.0,305.0,73.0,17.0,38.0,66.0,99.0,503.0,0.9,0.8,1.7,2023-24,5266713.0,DET
Julian Strawther,SF,21.0,50.0,545.0,82.0,222.0,0.369,41.0,138.0,0.297,41.0,84.0,0.488,22.0,31.0,0.71,5.0,56.0,61.0,47.0,17.0,7.0,23.0,54.0,227.0,-0.4,0.6,0.2,2023-24,2431080.0,DEN
Max Strus,SF,27.0,70.0,2239.0,304.0,728.0,0.418,168.0,479.0,0.351,136.0,249.0,0.546,77.0,97.0,0.794,66.0,272.0,338.0,283.0,64.0,29.0,112.0,170.0,853.0,1.2,2.6,3.9,2023-24,14487684.0,CLE
Jalen Suggs,SG,22.0,75.0,2025.0,336.0,714.0,0.471,153.0,385.0,0.397,183.0,329.0,0.556,118.0,156.0,0.756,48.0,181.0,229.0,205.0,106.0,47.0,132.0,205.0,943.0,1.5,3.2,4.7,2023-24,7252080.0,ORL
Jae'Sean Tate,SF,28.0,65.0,1031.0,108.0,229.0,0.472,23.0,77.0,0.299,85.0,152.0,0.559,26.0,39.0,0.667,61.0,136.0,197.0,64.0,42.0,15.0,37.0,137.0,265.0,0.4,1.3,1.8,2023-24,6500000.0,HOU
Jayson Tatum,PF,25.0,74.0,2645.0,672.0,1426.0,0.471,229.0,609.0,0.376,443.0,817.0,0.542,414.0,497.0,0.833,67.0,534.0,601.0,364.0,75.0,43.0,188.0,145.0,1987.0,6.4,4.1,10.4,2023-24,32600060.0,BOS
Terry Taylor,PF,24.0,31.0,188.0,20.0,39.0,0.513,2.0,9.0,0.222,18.0,30.0,0.6,4.0,5.0,0.8,17.0,20.0,37.0,10.0,5.0,2.0,7.0,17.0,46.0,0.1,0.1,0.3,2023-24,2019706.0,CHI
Garrett Temple,SG,37.0,27.0,289.0,29.0,78.0,0.372,12.0,40.0,0.3,17.0,38.0,0.447,18.0,22.0,0.818,18.0,27.0,45.0,28.0,12.0,3.0,14.0,28.0,88.0,0.0,0.2,0.2,2023-24,2019706.0,TOR
Dalen Terry,SG,21.0,59.0,681.0,69.0,157.0,0.439,17.0,74.0,0.23,52.0,83.0,0.627,25.0,43.0,0.581,29.0,84.0,113.0,81.0,27.0,18.0,32.0,81.0,180.0,0.1,0.7,0.8,2023-24,3350760.0,CHI
Daniel Theis,C,31.0,60.0,1015.0,156.0,293.0,0.532,26.0,71.0,0.366,130.0,222.0,0.586,38.0,50.0,0.76,85.0,159.0,244.0,61.0,21.0,51.0,42.0,127.0,376.0,1.4,1.2,2.5,2023-24,8670002.0,IND
Daniel Theis,C,31.0,60.0,1015.0,156.0,293.0,0.532,26.0,71.0,0.366,130.0,222.0,0.586,38.0,50.0,0.76,85.0,159.0,244.0,61.0,21.0,51.0,42.0,127.0,376.0,1.4,1.2,2.5,2023-24,8670002.0,LAC
Cam Thomas,SG,22.0,66.0,2075.0,526.0,1190.0,0.442,144.0,396.0,0.364,382.0,794.0,0.481,286.0,334.0,0.856,28.0,186.0,214.0,192.0,45.0,16.0,124.0,138.0,1482.0,1.3,1.2,2.5,2023-24,2240160.0,BRK
Isaiah Thomas,PG,34.0,6.0,19.0,3.0,10.0,0.3,2.0,4.0,0.5,1.0,6.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2023-24,301795.0,PHO
Isaiah Thomas,PG,34.0,6.0,19.0,3.0,10.0,0.3,2.0,4.0,0.5,1.0,6.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2023-24,301795.0,PHO
Isaiah Thomas,PG,34.0,6.0,19.0,3.0,10.0,0.3,2.0,4.0,0.5,1.0,6.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2023-24,301795.0,PHO
Amen Thompson,SF,21.0,62.0,1388.0,239.0,446.0,0.536,8.0,58.0,0.138,231.0,388.0,0.595,106.0,155.0,0.684,148.0,261.0,409.0,163.0,78.0,38.0,90.0,141.0,592.0,1.9,2.4,4.3,2023-24,8809320.0,HOU
Ausar Thompson,SF,21.0,63.0,1583.0,232.0,480.0,0.483,21.0,113.0,0.186,211.0,367.0,0.575,71.0,119.0,0.597,129.0,273.0,402.0,120.0,68.0,59.0,84.0,175.0,556.0,0.1,1.7,1.8,2023-24,7977480.0,DET
Klay Thompson,SF,33.0,77.0,2284.0,490.0,1133.0,0.432,268.0,692.0,0.387,222.0,441.0,0.503,127.0,137.0,0.927,35.0,219.0,254.0,176.0,50.0,35.0,117.0,127.0,1375.0,1.8,1.7,3.6,2023-24,43219440.0,GSW
Tristan Thompson,C,32.0,49.0,549.0,73.0,120.0,0.608,0.0,1.0,0.0,73.0,119.0,0.613,15.0,52.0,0.288,73.0,101.0,174.0,51.0,12.0,14.0,29.0,59.0,161.0,0.6,0.8,1.4,2023-24,2019706.0,CLE
JT Thor,PF,21.0,63.0,781.0,80.0,183.0,0.437,28.0,81.0,0.346,52.0,102.0,0.51,11.0,20.0,0.55,43.0,103.0,146.0,29.0,11.0,27.0,15.0,60.0,199.0,0.2,0.3,0.6,2023-24,1836096.0,CHO
Matisse Thybulle,SF,26.0,65.0,1487.0,126.0,317.0,0.397,80.0,231.0,0.346,46.0,86.0,0.535,22.0,29.0,0.759,30.0,106.0,136.0,90.0,113.0,49.0,40.0,93.0,354.0,0.4,1.8,2.2,2023-24,10500000.0,POR
Xavier Tillman Sr.,C,25.0,54.0,974.0,121.0,279.0,0.434,20.0,81.0,0.247,101.0,198.0,0.51,22.0,50.0,0.44,70.0,141.0,211.0,77.0,51.0,44.0,34.0,75.0,284.0,-0.1,1.6,1.4,2023-24,1930681.0,BOS
Obi Toppin,PF,25.0,82.0,1730.0,332.0,579.0,0.573,102.0,253.0,0.403,230.0,326.0,0.706,77.0,100.0,0.77,85.0,235.0,320.0,128.0,47.0,43.0,69.0,143.0,843.0,3.6,1.1,4.8,2023-24,6803012.0,IND
Juan Toscano-Anderson,SF,30.0,11.0,53.0,3.0,12.0,0.25,1.0,4.0,0.25,2.0,8.0,0.25,0.0,0.0,0.0,4.0,10.0,14.0,4.0,1.0,1.0,2.0,11.0,7.0,-0.1,0.1,0.0,2023-24,439581.0,SAC
Juan Toscano-Anderson,SF,30.0,11.0,53.0,3.0,12.0,0.25,1.0,4.0,0.25,2.0,8.0,0.25,0.0,0.0,0.0,4.0,10.0,14.0,4.0,1.0,1.0,2.0,11.0,7.0,-0.1,0.1,0.0,2023-24,439581.0,SAC
Karl-Anthony Towns,PF,28.0,62.0,2026.0,479.0,951.0,0.504,136.0,327.0,0.416,343.0,624.0,0.55,255.0,292.0,0.873,94.0,421.0,515.0,189.0,43.0,41.0,177.0,204.0,1349.0,2.6,3.6,6.3,2023-24,36016200.0,MIN
Gary Trent Jr.,SG,25.0,71.0,1994.0,361.0,847.0,0.426,178.0,453.0,0.393,183.0,394.0,0.464,74.0,96.0,0.771,25.0,163.0,188.0,119.0,77.0,10.0,47.0,96.0,974.0,0.8,0.9,1.7,2023-24,18560000.0,TOR
P.J. Tucker,PF,38.0,31.0,486.0,18.0,50.0,0.36,13.0,35.0,0.371,5.0,15.0,0.333,3.0,3.0,1.0,28.0,57.0,85.0,16.0,16.0,7.0,8.0,54.0,52.0,0.2,0.5,0.7,2023-24,11014500.0,LAC
Myles Turner,C,27.0,77.0,2076.0,476.0,909.0,0.524,116.0,324.0,0.358,360.0,585.0,0.615,245.0,317.0,0.773,113.0,420.0,533.0,100.0,39.0,144.0,109.0,232.0,1313.0,3.6,2.2,5.8,2023-24,20975000.0,IND
Hunter Tyson,PF,23.0,18.0,48.0,8.0,20.0,0.4,4.0,14.0,0.286,4.0,6.0,0.667,0.0,0.0,0.0,1.0,8.0,9.0,2.0,1.0,0.0,2.0,10.0,20.0,0.0,0.1,0.0,2023-24,1119563.0,DEN
Stanley Umude,SG,24.0,24.0,307.0,37.0,84.0,0.44,24.0,53.0,0.453,13.0,31.0,0.419,29.0,32.0,0.906,8.0,43.0,51.0,11.0,8.0,7.0,14.0,40.0,127.0,0.3,0.2,0.5,2023-24,538460.0,DET
Jonas Valančiūnas,C,31.0,82.0,1925.0,402.0,719.0,0.559,37.0,120.0,0.308,365.0,599.0,0.609,161.0,205.0,0.785,186.0,535.0,721.0,173.0,32.0,68.0,111.0,218.0,1002.0,3.9,3.1,7.1,2023-24,15435000.0,NOP
Jarred Vanderbilt,PF,24.0,29.0,581.0,59.0,114.0,0.518,8.0,27.0,0.296,51.0,87.0,0.586,24.0,36.0,0.667,41.0,97.0,138.0,36.0,36.0,5.0,28.0,43.0,150.0,0.3,0.8,1.1,2023-24,4698000.0,LAL
Fred VanVleet,PG,29.0,73.0,2684.0,423.0,1018.0,0.416,227.0,586.0,0.387,196.0,432.0,0.454,197.0,229.0,0.86,33.0,245.0,278.0,589.0,101.0,59.0,126.0,183.0,1270.0,5.3,3.1,8.4,2023-24,40806300.0,HOU
Devin Vassell,SG,23.0,68.0,2248.0,498.0,1056.0,0.472,166.0,446.0,0.372,332.0,610.0,0.544,161.0,201.0,0.801,27.0,234.0,261.0,277.0,73.0,23.0,108.0,74.0,1323.0,2.0,1.6,3.6,2023-24,5887899.0,SAS
Sasha Vezenkov,PF,28.0,42.0,511.0,84.0,191.0,0.44,45.0,120.0,0.375,39.0,71.0,0.549,12.0,15.0,0.8,30.0,66.0,96.0,19.0,20.0,7.0,12.0,42.0,225.0,0.5,0.5,1.0,2023-24,6341464.0,SAC
Gabe Vincent,PG,27.0,11.0,218.0,15.0,49.0,0.306,3.0,28.0,0.107,12.0,21.0,0.571,1.0,2.0,0.5,4.0,5.0,9.0,21.0,9.0,0.0,5.0,19.0,34.0,-0.3,0.1,-0.1,2023-24,10500000.0,LAL
Nikola Vučević,C,33.0,76.0,2610.0,586.0,1211.0,0.484,92.0,313.0,0.294,494.0,898.0,0.55,106.0,129.0,0.822,210.0,591.0,801.0,254.0,50.0,60.0,120.0,190.0,1370.0,2.7,2.8,5.4,2023-24,18518519.0,CHI
Tristan Vukcevic,C,20.0,10.0,153.0,29.0,67.0,0.433,10.0,36.0,0.278,19.0,31.0,0.613,17.0,22.0,0.773,6.0,30.0,36.0,13.0,5.0,7.0,10.0,28.0,85.0,0.0,0.1,0.1,2023-24,2424892.0,WAS
Dean Wade,PF,27.0,54.0,1108.0,96.0,232.0,0.414,79.0,202.0,0.391,17.0,30.0,0.567,20.0,26.0,0.769,37.0,181.0,218.0,43.0,40.0,25.0,20.0,93.0,291.0,0.9,1.6,2.5,2023-24,5709877.0,CLE
Franz Wagner,SF,22.0,72.0,2337.0,528.0,1096.0,0.482,94.0,334.0,0.281,434.0,762.0,0.57,271.0,319.0,0.85,72.0,309.0,381.0,269.0,76.0,28.0,137.0,168.0,1421.0,3.1,3.2,6.4,2023-24,5508720.0,ORL
Moritz Wagner,C,26.0,80.0,1415.0,332.0,552.0,0.601,38.0,115.0,0.33,294.0,437.0,0.673,166.0,204.0,0.814,117.0,230.0,347.0,96.0,39.0,21.0,97.0,160.0,868.0,3.5,2.0,5.6,2023-24,8000000.0,ORL
Ish Wainright,SF,29.0,11.0,62.0,7.0,24.0,0.292,7.0,20.0,0.35,0.0,4.0,0.0,2.0,2.0,1.0,3.0,11.0,14.0,1.0,4.0,1.0,2.0,8.0,23.0,0.0,0.1,0.0,2023-24,1927896.0,POR
Jabari Walker,SF,21.0,72.0,1700.0,234.0,509.0,0.46,41.0,139.0,0.295,193.0,370.0,0.522,129.0,171.0,0.754,151.0,357.0,508.0,71.0,42.0,22.0,66.0,173.0,638.0,1.4,1.6,2.9,2023-24,1719864.0,POR
Jarace Walker,PF,20.0,33.0,340.0,45.0,110.0,0.409,22.0,55.0,0.4,23.0,55.0,0.418,8.0,9.0,0.889,12.0,51.0,63.0,40.0,15.0,11.0,17.0,29.0,120.0,0.1,0.3,0.4,2023-24,6059520.0,IND
Lonnie Walker IV,SG,25.0,58.0,1011.0,208.0,492.0,0.423,104.0,271.0,0.384,104.0,221.0,0.471,45.0,59.0,0.763,13.0,114.0,127.0,74.0,32.0,20.0,51.0,71.0,565.0,-0.1,0.9,0.8,2023-24,2019706.0,BRK
Cason Wallace,SG,20.0,82.0,1692.0,217.0,442.0,0.491,98.0,234.0,0.419,119.0,208.0,0.572,29.0,37.0,0.784,52.0,135.0,187.0,120.0,76.0,37.0,45.0,129.0,561.0,1.9,2.1,4.0,2023-24,5291400.0,OKC
Jordan Walsh,SF,19.0,9.0,83.0,6.0,15.0,0.4,2.0,9.0,0.222,4.0,6.0,0.667,1.0,2.0,0.5,5.0,15.0,20.0,5.0,5.0,1.0,3.0,11.0,15.0,0.0,0.2,0.2,2023-24,1119563.0,BOS
T.J. Warren,SF,30.0,11.0,125.0,18.0,41.0,0.439,2.0,13.0,0.154,16.0,28.0,0.571,3.0,4.0,0.75,5.0,17.0,22.0,9.0,4.0,1.0,4.0,11.0,41.0,0.0,0.2,0.2,2023-24,452693.0,MIN
T.J. Warren,SF,30.0,11.0,125.0,18.0,41.0,0.439,2.0,13.0,0.154,16.0,28.0,0.571,3.0,4.0,0.75,5.0,17.0,22.0,9.0,4.0,1.0,4.0,11.0,41.0,0.0,0.2,0.2,2023-24,452693.0,MIN
T.J. Warren,SF,30.0,11.0,125.0,18.0,41.0,0.439,2.0,13.0,0.154,16.0,28.0,0.571,3.0,4.0,0.75,5.0,17.0,22.0,9.0,4.0,1.0,4.0,11.0,41.0,0.0,0.2,0.2,2023-24,452693.0,MIN
P.J. Washington,PF,25.0,73.0,2221.0,354.0,811.0,0.436,132.0,413.0,0.32,222.0,398.0,0.558,99.0,145.0,0.683,85.0,326.0,411.0,141.0,72.0,59.0,96.0,169.0,939.0,0.0,1.9,1.9,2023-24,16847826.0,DAL
TyTy Washington Jr.,PG,22.0,11.0,56.0,6.0,20.0,0.3,2.0,6.0,0.333,4.0,14.0,0.286,0.0,0.0,0.0,1.0,4.0,5.0,5.0,3.0,0.0,2.0,1.0,14.0,-0.1,0.1,-0.1,2023-24,2320440.0,OKC
Yuta Watanabe,SF,29.0,34.0,464.0,41.0,116.0,0.353,25.0,85.0,0.294,16.0,31.0,0.516,10.0,17.0,0.588,11.0,43.0,54.0,15.0,12.0,7.0,19.0,39.0,117.0,-0.5,0.4,-0.1,2023-24,2346614.0,MEM
Lindy Waters III,SG,26.0,38.0,280.0,49.0,104.0,0.471,37.0,85.0,0.435,12.0,19.0,0.632,2.0,2.0,1.0,7.0,33.0,40.0,24.0,5.0,7.0,7.0,23.0,137.0,0.6,0.3,0.9,2023-24,766095.0,OKC
Trendon Watford,PF,23.0,63.0,856.0,164.0,311.0,0.527,27.0,68.0,0.397,137.0,243.0,0.564,77.0,97.0,0.794,52.0,142.0,194.0,81.0,23.0,19.0,63.0,106.0,432.0,0.9,0.9,1.8,2023-24,2019706.0,BRK
